id,occurrenceID,catalogNumber,basisOfRecord,collectionCode,scientificName,taxonRank,kingdom,family,higherClassification,vernacularName,previousIdentifications,individualCount,lifeStage,sex,longitudeDecimal,latitudeDecimal,geodeticDatum,dataGeneralizations,coordinateUncertaintyInMeters,continent,country,countryCode,stateProvince,locality,habitat,recordedBy,eventID,eventDate,eventTime,samplingProtocol,behavior,associatedTaxa,references,rightsHolder,license,modified
97888827@OBS,https://observation.org/observation/97888827,OBS.97888827,HumanObservation,Observations,Perdix perdix,species,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Animalia|FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Grey Partridge,,8,unknown,undetermined,22.45340869,53.25817887,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2/5/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888827,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97888826@OBS,https://observation.org/observation/97888826,OBS.97888826,HumanObservation,Observations,Anser fabalis fabalis,subspecies,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE,Taiga Bean Goose ssp fabalis,,18,unknown,undetermined,22.45340869,53.25817887,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2/5/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888826,Stichting Natuurinformatie,CC BY-NC 4.0,8/29/2017
97888810@OBS,https://observation.org/observation/97888810,OBS.97888810,HumanObservation,Observations,Mustela vison,synonym,Animalia,WEASELS_AND_RELATIVES_MUSTELIDAE,Animalia|WEASELS_AND_RELATIVES_MUSTELIDAE,Mink,,1,unknown,undetermined,22.40045115,53.169646,WGS84,,100,Europe,Poland,PL,,Poland - Podlaskie,,,,2/5/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888810,Stichting Natuurinformatie,CC BY-NC 4.0,2/12/2015
97888807@OBS,https://observation.org/observation/97888807,OBS.97888807,HumanObservation,Observations,Lutra lutra,species,Animalia,WEASELS_AND_RELATIVES_MUSTELIDAE,Animalia|WEASELS_AND_RELATIVES_MUSTELIDAE,Eurasian Otter,,2,unknown,undetermined,22.4,53.15,WGS84,,5000,Europe,Poland,PL,,Poland - Podlaskie,,,,2/5/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888807,Stichting Natuurinformatie,CC BY-NC 4.0,2/12/2015
97888804@OBS,https://observation.org/observation/97888804,OBS.97888804,HumanObservation,Observations,Lutra lutra,species,Animalia,WEASELS_AND_RELATIVES_MUSTELIDAE,Animalia|WEASELS_AND_RELATIVES_MUSTELIDAE,Eurasian Otter,,1,unknown,undetermined,22.4,53.15,WGS84,,5000,Europe,Poland,PL,,Poland - Podlaskie,,,,2/5/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888804,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888181@OBS,https://observation.org/observation/97888181,OBS.97888181,HumanObservation,Observations,Dryocopus martius,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Black Woodpecker,,1,unknown,undetermined,22.58348644,53.38854828,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2/5/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888181,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888178@OBS,https://observation.org/observation/97888178,OBS.97888178,HumanObservation,Observations,Capreolus capreolus,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,European Roe Deer,,12,unknown,undetermined,22.58348644,53.38854828,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2/5/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888178,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888172@OBS,https://observation.org/observation/97888172,OBS.97888172,HumanObservation,Observations,Alces alces,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,Elk,,12,unknown,undetermined,22.58348644,53.38854828,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2/5/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888172,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888171@OBS,https://observation.org/observation/97888171,OBS.97888171,HumanObservation,Observations,Sus scrofa,species,Animalia,PIGS_SUIDAE,Animalia|PIGS_SUIDAE,Wild Boar,,2,unknown,undetermined,22.5542745,53.39264394,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888171,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888167@OBS,https://observation.org/observation/97888167,OBS.97888167,HumanObservation,Observations,Alces alces,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,Elk,,3,unknown,undetermined,22.5844869,53.37790061,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888167,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888165@OBS,https://observation.org/observation/97888165,OBS.97888165,HumanObservation,Observations,Capreolus capreolus,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,European Roe Deer,,15,unknown,undetermined,22.5844869,53.37790061,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888165,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888162@OBS,https://observation.org/observation/97888162,OBS.97888162,HumanObservation,Observations,Haliaeetus albicilla,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE,White-tailed Eagle,,1,adult,undetermined,22.89287925,53.34583434,WGS84,,100,Europe,Poland,PL,,Poland - Podlaskie,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888162,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97888159@OBS,https://observation.org/observation/97888159,OBS.97888159,HumanObservation,Observations,Coccothraustes coccothraustes,species,Animalia,FINCHES_FRINGILLIDAE,Animalia|FINCHES_FRINGILLIDAE,Hawfinch,,5,unknown,undetermined,23.22315305,53.11298639,WGS84,,100,Europe,Poland,PL,,Poland - Dojlidy Fish Ponds,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888159,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97888158@OBS,https://observation.org/observation/97888158,OBS.97888158,HumanObservation,Observations,Lanius excubitor,species,Animalia,SHRIKES_LANIIDAE,Animalia|SHRIKES_LANIIDAE,Great Grey Shrike,,1,unknown,undetermined,23.6002931,52.81038775,WGS84,,100,Europe,Poland,PL,,Poland - Podlaskie,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888158,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97888156@OBS,https://observation.org/observation/97888156,OBS.97888156,HumanObservation,Observations,Lanius excubitor,species,Animalia,SHRIKES_LANIIDAE,Animalia|SHRIKES_LANIIDAE,Great Grey Shrike,,1,unknown,undetermined,23.6002931,52.81038775,WGS84,,100,Europe,Poland,PL,,Poland - Podlaskie,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888156,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97888153@OBS,https://observation.org/observation/97888153,OBS.97888153,HumanObservation,Observations,Dendrocopos major,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Great Spotted Woodpecker,,1,unknown,undetermined,23.59190986,52.73821407,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888153,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888150@OBS,https://observation.org/observation/97888150,OBS.97888150,HumanObservation,Observations,Dendrocopos syriacus,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Syrian Woodpecker,,1,unknown,undetermined,23.59190986,52.73821407,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888150,Stichting Natuurinformatie,CC BY-NC 4.0,1/8/2018
97888147@OBS,https://observation.org/observation/97888147,OBS.97888147,HumanObservation,Observations,Pyrrhula pyrrhula,species,Animalia,FINCHES_FRINGILLIDAE,Animalia|FINCHES_FRINGILLIDAE,Eurasian Bullfinch,,4,unknown,undetermined,23.59190986,52.73821407,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888147,Stichting Natuurinformatie,CC BY-NC 4.0,3/2/2015
97888143@OBS,https://observation.org/observation/97888143,OBS.97888143,HumanObservation,Observations,Coloeus monedula monedula,subspecies,Animalia,CROWS_AND_JAYS_CORVIDAE,Animalia|CROWS_AND_JAYS_CORVIDAE,Western Jackdaw ssp monedula,,1,unknown,undetermined,23.59122321,52.73798021,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888143,Stichting Natuurinformatie,CC BY-NC 4.0,8/11/2017
97888139@OBS,https://observation.org/observation/97888139,OBS.97888139,HumanObservation,Observations,Dryobates minor,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Lesser Spotted Woodpecker,,1,unknown,undetermined,23.76852125,52.69994927,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888139,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888135@OBS,https://observation.org/observation/97888135,OBS.97888135,HumanObservation,Observations,Picoides tridactylus,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Eurasian Three-toed Woodpecker,,3,unknown,undetermined,23.76852125,52.69994927,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888135,Stichting Natuurinformatie,CC BY-NC 4.0,1/22/2016
97888134@OBS,https://observation.org/observation/97888134,OBS.97888134,HumanObservation,Observations,Lepus europaeus,species,Animalia,HARES_AND_RABBITS_LEPORIDAE,Animalia|HARES_AND_RABBITS_LEPORIDAE,Brown Hare,,1,unknown,undetermined,23.76756236,52.80252751,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888134,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888130@OBS,https://observation.org/observation/97888130,OBS.97888130,HumanObservation,Observations,Vulpes vulpes,species,Animalia,DOGS_CANIDAE,Animalia|DOGS_CANIDAE,Red Fox,,1,unknown,undetermined,23.75,52.8,WGS84,,5000,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888130,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97888128@OBS,https://observation.org/observation/97888128,OBS.97888128,HumanObservation,Observations,Glaucidium passerinum,species,Animalia,OWLS_STRIGIDAE,Animalia|OWLS_STRIGIDAE,Eurasian Pygmy Owl,,1,unknown,undetermined,23.8,52.8,WGS84,,5000,Europe,Poland,PL,,Poland - Bialowieski Park Narodowy,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888128,Stichting Natuurinformatie,CC BY-NC 4.0,9/28/2015
97888126@OBS,https://observation.org/observation/97888126,OBS.97888126,HumanObservation,Observations,Tetrastes bonasia,species,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Animalia|FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Hazel Grouse,,1,unknown,undetermined,23.8,52.8,WGS84,,5000,Europe,Poland,PL,,Poland - Bialowieski Park Narodowy,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888126,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888122@OBS,https://observation.org/observation/97888122,OBS.97888122,HumanObservation,Observations,Dryocopus martius,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Black Woodpecker,,5,unknown,undetermined,23.82757276,52.80187847,WGS84,,100,Europe,Poland,PL,,Poland - Bialowieski Park Narodowy,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888122,Stichting Natuurinformatie,CC BY-NC 4.0,2/17/2015
97888120@OBS,https://observation.org/observation/97888120,OBS.97888120,HumanObservation,Observations,Dendrocopos leucotos,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,White-backed Woodpecker,,3,unknown,undetermined,23.8240537,52.79902437,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a NP,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888120,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888117@OBS,https://observation.org/observation/97888117,OBS.97888117,HumanObservation,Observations,Cervus elaphus,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,Red Deer,,3,unknown,undetermined,23.82800192,52.80187847,WGS84,,100,Europe,Poland,PL,,Poland - Bialowieski Park Narodowy,,,,2/4/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888117,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888115@OBS,https://observation.org/observation/97888115,OBS.97888115,HumanObservation,Observations,Alcedo atthis,species,Animalia,KINGFISHERS_ALCEDINIDAE,Animalia|KINGFISHERS_ALCEDINIDAE,Common Kingfisher,,1,unknown,undetermined,23.85057539,52.70135359,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888115,Stichting Natuurinformatie,CC BY-NC 4.0,5/26/2015
97888113@OBS,https://observation.org/observation/97888113,OBS.97888113,HumanObservation,Observations,Castor fiber,species,Animalia,BEAVERS_CASTORIDAE,Animalia|BEAVERS_CASTORIDAE,Eurasian Beaver,,1,unknown,undetermined,23.85,52.7,WGS84,,5000,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888113,Stichting Natuurinformatie,CC BY-NC 4.0,3/3/2015
97888111@OBS,https://observation.org/observation/97888111,OBS.97888111,HumanObservation,Observations,Cervus elaphus,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,Red Deer,,3,unknown,undetermined,23.82210776,52.79897289,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a NP,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888111,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888107@OBS,https://observation.org/observation/97888107,OBS.97888107,HumanObservation,Observations,Sus scrofa,species,Animalia,PIGS_SUIDAE,Animalia|PIGS_SUIDAE,Wild Boar,,4,unknown,undetermined,23.82210776,52.79897289,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a NP,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888107,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888099@OBS,https://observation.org/observation/97888099,OBS.97888099,HumanObservation,Observations,Glaucidium passerinum,species,Animalia,OWLS_STRIGIDAE,Animalia|OWLS_STRIGIDAE,Eurasian Pygmy Owl,,1,unknown,undetermined,23.8,52.8,WGS84,,5000,Europe,Poland,PL,,Poland - Bialowieski Park Narodowy,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888099,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888095@OBS,https://observation.org/observation/97888095,OBS.97888095,HumanObservation,Observations,Bombycilla garrulus,species,Animalia,WAXWINGS_BOMBYCILLIDAE,Animalia|WAXWINGS_BOMBYCILLIDAE,Bohemian Waxwing,,16,unknown,undetermined,23.79700229,52.91257667,WGS84,,100,Europe,Poland,PL,,Poland - Zbionrnik Siemianowka,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888095,Stichting Natuurinformatie,CC BY-NC 4.0,2/17/2015
97888088@OBS,https://observation.org/observation/97888088,OBS.97888088,HumanObservation,Observations,Haliaeetus albicilla,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE,White-tailed Eagle,,6,unknown,undetermined,23.86593908,52.90812479,WGS84,,100,Europe,Poland,PL,,Poland - Zbionrnik Siemianowka,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888088,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97888077@OBS,https://observation.org/observation/97888077,OBS.97888077,HumanObservation,Observations,Passer montanus,species,Animalia,OLD_WORLD_SPARROWS_PASSERIDAE,Animalia|OLD_WORLD_SPARROWS_PASSERIDAE,Eurasian Tree Sparrow,,1,unknown,undetermined,23.79980586,52.82973557,WGS84,,10,Europe,Poland,PL,,Poland - Podlaskie,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888077,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97888068@OBS,https://observation.org/observation/97888068,OBS.97888068,HumanObservation,Observations,Spinus spinus,species,Animalia,FINCHES_FRINGILLIDAE,Animalia|FINCHES_FRINGILLIDAE,Eurasian Siskin,,1,unknown,undetermined,23.79980586,52.82973557,WGS84,,10,Europe,Poland,PL,,Poland - Podlaskie,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888068,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97888010@OBS,https://observation.org/observation/97888010,OBS.97888010,HumanObservation,Observations,Picus canus,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Grey-headed Woodpecker,,1,unknown,female,23.75,52.8,WGS84,,5000,Europe,Poland,PL,,Poland - Podlaskie,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97888010,Stichting Natuurinformatie,CC BY-NC 4.0,5/11/2018
97887887@OBS,https://observation.org/observation/97887887,OBS.97887887,HumanObservation,Observations,Lanius excubitor,species,Animalia,SHRIKES_LANIIDAE,Animalia|SHRIKES_LANIIDAE,Great Grey Shrike,,1,unknown,undetermined,23.82107779,52.85192478,WGS84,,100,Europe,Poland,PL,,Poland - Podlaskie,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887887,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887730@OBS,https://observation.org/observation/97887730,OBS.97887730,HumanObservation,Observations,Bombycilla garrulus,species,Animalia,WAXWINGS_BOMBYCILLIDAE,Animalia|WAXWINGS_BOMBYCILLIDAE,Bohemian Waxwing,,56,unknown,undetermined,23.83435272,52.86753632,WGS84,,10,Europe,Poland,PL,,Poland - Podlaskie,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887730,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97887727@OBS,https://observation.org/observation/97887727,OBS.97887727,HumanObservation,Observations,Bombycilla garrulus,species,Animalia,WAXWINGS_BOMBYCILLIDAE,Animalia|WAXWINGS_BOMBYCILLIDAE,Bohemian Waxwing,,33,unknown,undetermined,23.81785177,52.88031918,WGS84,,10,Europe,Poland,PL,,Poland - Podlaskie,,,,2/3/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887727,Stichting Natuurinformatie,CC BY-NC 4.0,2/17/2015
97887238@OBS,https://observation.org/observation/97887238,OBS.97887238,HumanObservation,Observations,Vulpes vulpes,species,Animalia,DOGS_CANIDAE,Animalia|DOGS_CANIDAE,Red Fox,,2,unknown,undetermined,23.85,52.65,WGS84,,5000,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887238,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887237@OBS,https://observation.org/observation/97887237,OBS.97887237,HumanObservation,Observations,Castor fiber,species,Animalia,BEAVERS_CASTORIDAE,Animalia|BEAVERS_CASTORIDAE,Eurasian Beaver,,1,unknown,undetermined,23.85,52.65,WGS84,,5000,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887237,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887236@OBS,https://observation.org/observation/97887236,OBS.97887236,HumanObservation,Observations,Castor fiber,species,Animalia,BEAVERS_CASTORIDAE,Animalia|BEAVERS_CASTORIDAE,Eurasian Beaver,,3,unknown,undetermined,23.85,52.7,WGS84,,5000,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887236,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887234@OBS,https://observation.org/observation/97887234,OBS.97887234,HumanObservation,Observations,Alces alces,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,Elk,,1,unknown,undetermined,23.89098689,52.68855746,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a - Wysokie Bagno Reserve,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887234,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887206@OBS,https://observation.org/observation/97887206,OBS.97887206,HumanObservation,Observations,Dryocopus martius,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Black Woodpecker,,1,unknown,undetermined,23.89098689,52.68855746,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a - Wysokie Bagno Reserve,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887206,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887205@OBS,https://observation.org/observation/97887205,OBS.97887205,HumanObservation,Observations,Glaucidium passerinum,species,Animalia,OWLS_STRIGIDAE,Animalia|OWLS_STRIGIDAE,Eurasian Pygmy Owl,,1,unknown,undetermined,23.85,52.65,WGS84,,5000,Europe,Poland,PL,,Poland - Bia?owie?a - Wysokie Bagno Reserve,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887205,Stichting Natuurinformatie,CC BY-NC 4.0,8/11/2017
97887204@OBS,https://observation.org/observation/97887204,OBS.97887204,HumanObservation,Observations,Dryocopus martius,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Black Woodpecker,,1,unknown,undetermined,23.76421496,52.70294029,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887204,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887203@OBS,https://observation.org/observation/97887203,OBS.97887203,HumanObservation,Observations,Buteo buteo,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE,Common Buzzard,,1,unknown,undetermined,23.81177992,52.70702239,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887203,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887202@OBS,https://observation.org/observation/97887202,OBS.97887202,HumanObservation,Observations,Periparus ater,species,Animalia,TITS_PARIDAE,Animalia|TITS_PARIDAE,Coal Tit,,1,unknown,undetermined,23.81177992,52.70702239,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887202,Stichting Natuurinformatie,CC BY-NC 4.0,8/11/2017
97887201@OBS,https://observation.org/observation/97887201,OBS.97887201,HumanObservation,Observations,Lophophanes cristatus,species,Animalia,TITS_PARIDAE,Animalia|TITS_PARIDAE,European Crested Tit,,1,unknown,undetermined,23.81177992,52.70702239,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887201,Stichting Natuurinformatie,CC BY-NC 4.0,8/12/2017
97887197@OBS,https://observation.org/observation/97887197,OBS.97887197,HumanObservation,Observations,Aegithalos caudatus caudatus,subspecies,Animalia,LONGTAILED_TITS_AEGITHALIDAE,Animalia|LONGTAILED_TITS_AEGITHALIDAE,White-headed Long-tailed Tit,,6,unknown,undetermined,23.82090613,52.68978006,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887197,Stichting Natuurinformatie,CC BY-NC 4.0,8/11/2017
97887196@OBS,https://observation.org/observation/97887196,OBS.97887196,HumanObservation,Observations,Emberiza citrinella,species,Animalia,BUNTINGS_EMBERIZIDAE,Animalia|BUNTINGS_EMBERIZIDAE,Yellowhammer,,1,unknown,undetermined,23.82090613,52.68978006,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887196,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887195@OBS,https://observation.org/observation/97887195,OBS.97887195,HumanObservation,Observations,Dendrocopos major,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Great Spotted Woodpecker,,3,unknown,undetermined,23.82090613,52.68978006,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887195,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887194@OBS,https://observation.org/observation/97887194,OBS.97887194,HumanObservation,Observations,Dryocopus martius,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Black Woodpecker,,1,unknown,undetermined,23.82090613,52.68978006,WGS84,,100,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887194,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
97887193@OBS,https://observation.org/observation/97887193,OBS.97887193,HumanObservation,Observations,Picus canus,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Grey-headed Woodpecker,,2,unknown,undetermined,23.8,52.65,WGS84,,5000,Europe,Poland,PL,,Poland - Bia?owie?a,,,,2/2/2015,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887193,Stichting Natuurinformatie,CC BY-NC 4.0,2/10/2015
